"filename", "language", "TypeScript", "TypeScript JSX", "comment", "blank", "total"
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\ui\privacy\PrivacyNotice.tsx", "TypeScript JSX", 0, 32, 5, 6, 43
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\ui\themes\ansi-light.ts", "TypeScript", 138, 0, 5, 4, 147
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\ui\themes\ansi.ts", "TypeScript", 142, 0, 10, 4, 156
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\ui\themes\atom-one-dark.ts", "TypeScript", 135, 0, 5, 4, 144
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\ui\themes\ayu-light.ts", "TypeScript", 127, 0, 5, 4, 136
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\ui\themes\ayu.ts", "TypeScript", 101, 0, 5, 4, 110
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\ui\themes\default-light.ts", "TypeScript", 99, 0, 5, 3, 107
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\ui\themes\default.ts", "TypeScript", 142, 0, 5, 3, 150
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\ui\themes\dracula.ts", "TypeScript", 112, 0, 5, 4, 121
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\ui\themes\github-dark.ts", "TypeScript", 135, 0, 5, 4, 144
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\ui\themes\github-light.ts", "TypeScript", 137, 0, 5, 4, 146
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\ui\themes\googlecode.ts", "TypeScript", 134, 0, 5, 4, 143
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\ui\themes\no-color.ts", "TypeScript", 83, 0, 5, 4, 92
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\ui\themes\shades-of-purple.ts", "TypeScript", 255, 0, 51, 43, 349
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\ui\themes\theme-manager.ts", "TypeScript", 92, 0, 20, 14, 126
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\ui\themes\theme.ts", "TypeScript", 274, 0, 49, 19, 342
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\ui\themes\xcode.ts", "TypeScript", 142, 0, 5, 4, 151
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\ui\types.ts", "TypeScript", 178, 0, 14, 27, 219
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\ui\utils\CodeColorizer.tsx", "TypeScript JSX", 0, 134, 32, 19, 185
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\ui\utils\MarkdownDisplay.test.tsx", "TypeScript JSX", 0, 236, 9, 36, 281
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\ui\utils\MarkdownDisplay.tsx", "TypeScript JSX", 0, 529, 6, 6, 541
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\ui\utils\TableRenderer.tsx", "TypeScript JSX", 0, 87, 14, 14, 115
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\ui\utils\commandUtils.ts", "TypeScript", 3, 0, 21, 3, 27
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\ui\utils\computeStats.test.ts", "TypeScript", 220, 0, 5, 23, 248
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\ui\utils\computeStats.ts", "TypeScript", 71, 0, 5, 9, 85
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\ui\utils\displayUtils.test.ts", "TypeScript", 46, 0, 5, 8, 59
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\ui\utils\displayUtils.ts", "TypeScript", 20, 0, 7, 6, 33
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\ui\utils\errorParsing.test.ts", "TypeScript", 99, 0, 5, 16, 120
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\ui\utils\errorParsing.ts", "TypeScript", 86, 0, 9, 12, 107
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\ui\utils\formatters.test.ts", "TypeScript", 52, 0, 5, 16, 73
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\ui\utils\formatters.ts", "TypeScript", 41, 0, 12, 11, 64
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\ui\utils\markdownUtilities.test.ts", "TypeScript", 35, 0, 7, 9, 51
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\ui\utils\markdownUtilities.ts", "TypeScript", 62, 0, 55, 9, 126
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\ui\utils\textUtils.test.ts", "TypeScript", 30, 0, 5, 7, 42
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\ui\utils\textUtils.ts", "TypeScript", 32, 0, 28, 10, 70
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\ui\utils\updateCheck.test.ts", "TypeScript", 67, 0, 5, 11, 83
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\ui\utils\updateCheck.ts", "TypeScript", 29, 0, 7, 5, 41
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\utils\cleanup.ts", "TypeScript", 11, 0, 6, 3, 20
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\utils\package.ts", "TypeScript", 25, 0, 6, 8, 39
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\utils\readStdin.ts", "TypeScript", 28, 0, 5, 7, 40
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\utils\sandbox.ts", "TypeScript", 669, 0, 117, 86, 872
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\utils\startupWarnings.test.ts", "TypeScript", 55, 0, 5, 16, 76
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\utils\startupWarnings.ts", "TypeScript", 25, 0, 12, 4, 41
"d:\Web development\basic projects\projects fot job\potfoliio projects\portfolio projects\portfolioproject with livechat\portpolio-with-liveChat\gemini-cli\packages\cli\src\utils\version.ts", "TypeScript", 5, 0, 5, 3, 13
"Total", "-", 17557, 9758, 2402, 3242, 32959
